,num_peaks,signal_entropy,naming_orig,"value__agg_autocorrelation__f_agg_""var""__maxlag_40",value__approximate_entropy__m_2__r_0.1,value__ar_coefficient__coeff_7__k_10,value__autocorrelation__lag_7,value__benford_correlation,value__count_below_mean,"value__fft_aggregated__aggtype_""variance""","value__fft_coefficient__attr_""abs""__coeff_61","value__fft_coefficient__attr_""abs""__coeff_96","value__fft_coefficient__attr_""angle""__coeff_54","value__fft_coefficient__attr_""angle""__coeff_86","value__fft_coefficient__attr_""angle""__coeff_98","value__fft_coefficient__attr_""imag""__coeff_7","value__fft_coefficient__attr_""real""__coeff_96",value__fourier_entropy__bins_10,value__fourier_entropy__bins_100,value__length,value__number_cwt_peaks__n_1,value__number_cwt_peaks__n_5,value__number_peaks__n_10,value__number_peaks__n_3,value__number_peaks__n_5,value__partial_autocorrelation__lag_7,value__range_count__max_1000000000000.0__min_0
15,32,4.048110156889126,danish_atm_daily_13,0.02195625948745976,0.29226855614316616,0.2799968211397924,0.20901499037634416,0.18605094602946573,52.0,280.93887182454574,0.0,0.0,13.23371881563645,0.0,0.0,155.0505141867621,0.0,0.945058318217197,2.754043831270904,111.0,13.0,13.0,4.0,14.0,8.0,0.21459540621030893,111.0
16,92,5.046753009986125,danish_atm_daily_14,0.01742250063110701,0.6864369284739489,0.18890668362819446,0.16206199632078572,0.6128067934491412,182.0,2359.7877309804458,335.6159951524265,612.6957317945199,96.86898564554929,-141.1479993986342,129.46573697374873,432.3334611208037,-288.4090822948122,1.0180915328871172,2.9866136188199652,305.0,27.0,31.0,15.0,40.0,28.0,0.15888591906469046,305.0
17,88,5.1449784440636215,danish_atm_daily_15,0.021426431682604143,0.7314715428581611,0.24206059563178625,0.26787365348510095,0.8152836138660379,177.0,2319.157633135544,156.09173786443426,329.9217569095123,50.758884160604865,-141.1831085961084,111.51071165520041,-123.43253752846226,-277.25001057301597,0.7855328117277762,2.8408956265809278,305.0,30.0,36.0,13.0,40.0,32.0,0.22542261958269463,305.0
18,88,5.115816521466006,danish_atm_daily_16,0.029781498775704983,0.7835915855759623,0.38387011092828716,0.31333217747192615,-0.046743526384119695,166.0,2144.9484625804093,312.5998411518695,181.7898697054029,62.81627847783376,-138.14711224881307,155.04831741208355,-796.7958388593347,14.04976981456457,0.9132841193435903,2.7629952590507236,305.0,27.0,32.0,12.0,37.0,28.0,0.2933516689644154,305.0
19,82,5.1564064921845265,danish_atm_daily_17,0.03192193986373737,0.6091220421959438,0.36701446113986286,0.4937284127328244,0.7077396789694131,155.0,2143.311151149776,66.07899839142598,174.17156893641848,117.27202736108313,-147.89312846905742,90.90885599920539,-50.607037987139975,-105.5597389534561,0.5882573414315833,2.3789499214243297,305.0,25.0,26.0,14.0,37.0,28.0,0.34580724691410136,305.0
20,83,4.966389915434853,danish_atm_daily_18,0.03532262204644707,0.6563182555226126,0.2221821020711412,0.3284765530479481,0.7646190405748856,168.0,2110.361488594703,452.2541087880365,6.541735895674397,66.87680177409143,-135.8826151049001,155.61056414918744,-660.5941211236853,-4.581417964844093,0.5331104008590598,2.3692411492769705,305.0,30.0,32.0,14.0,44.0,34.0,0.18433152030778133,305.0
21,74,4.985665807334469,danish_atm_daily_19,0.02106003399752363,0.874748897863542,0.16721989735705864,0.15592668197377915,0.9112712785188816,162.0,1953.4601259058393,519.7463448754092,370.2032822772663,27.46655328411608,-157.6053475609804,133.6516037845118,1477.0054226006218,317.49065763842225,0.9636581353476321,2.836362600010809,305.0,28.0,38.0,14.0,40.0,34.0,0.07866426859838001,305.0
22,68,4.8675518536627145,danish_atm_daily_2,0.015913484378665646,0.7574335882926393,0.11476502927378109,0.19277313984539038,-0.1648731479724216,128.0,1254.545178656086,510.63415093497827,224.83693812716027,94.59414543562458,-152.20529597427165,-120.87600369030109,485.43235066250077,-129.96796471021142,1.2684844040803205,3.2032240751248775,237.0,28.0,29.0,12.0,30.0,26.0,0.13402994460799109,237.0
23,91,5.100773079208816,danish_atm_daily_20,0.0264058030934619,0.8170020081506566,0.3502056344119974,0.2587019389732129,0.7914366823044274,181.0,2109.6907337205257,509.00183342802234,253.27169850507363,82.40595212728502,-127.53592864205108,83.9869681270816,574.6592084980505,-252.37724003313707,0.7057039495312529,2.6927333050530105,305.0,26.0,27.0,12.0,38.0,29.0,0.25481145476030753,305.0
24,88,5.0016172769694975,danish_atm_daily_21,0.0216195007170711,0.7318067574646001,0.3092686865696245,0.24981782713943035,0.45352747489852,173.0,2170.8064237827843,286.3497941930906,481.9738700884549,92.97093758422882,-129.2725013832735,111.08007811690238,235.03917609904357,-391.30472030653004,0.7142275142543554,2.7008083222747756,305.0,33.0,31.0,14.0,40.0,30.0,0.22810129355481631,305.0
25,90,5.033225328721221,danish_atm_daily_22,0.025262182050694144,0.6113095070688868,0.3643675336102955,0.36309425486888247,0.6775598223772165,164.0,2156.6287492720317,606.0611096716677,271.06725528581757,95.4438844204984,-147.95653578911487,114.0796067188757,151.8625344313583,-54.08150128212179,0.7252914365964412,2.718159196183907,305.0,31.0,24.0,13.0,40.0,33.0,0.322200300337428,305.0
26,85,5.018412531967574,danish_atm_daily_23,0.025578506298181647,0.7876623544794423,0.27771159697308545,0.26500944619385325,0.9003301841440053,182.0,2091.3100651763452,809.8612150982145,217.8669809293895,73.89952763713995,-150.51152834575564,139.56010751901357,669.4178108015938,-20.46540790454071,0.7458171299219352,2.7163022916110937,305.0,34.0,42.0,12.0,42.0,33.0,0.22479275122363127,305.0
27,86,5.114857481674608,danish_atm_daily_24,0.016743799965607993,0.920447278808604,0.25350743118087654,0.2160126091177485,0.026614477236361487,168.0,2109.020197600936,174.7699519414795,79.80188951733386,13.358485587666399,-118.48163122958645,110.05453699321785,38.56097333194346,67.42968764887914,1.1675139764061404,3.138413316933517,305.0,26.0,29.0,12.0,40.0,30.0,0.2123052436629536,305.0
28,87,5.12079639289713,danish_atm_daily_25,0.022053247414428507,0.6654723232288946,0.28458970226514724,0.30054848230208087,0.11590843575824356,174.0,2298.900144512215,337.3369659387834,263.80659121647113,35.55167869916018,-129.43755314684964,42.24027615938922,-349.3117824333745,231.3987095135252,0.687589474310389,2.658793814119259,305.0,25.0,31.0,16.0,43.0,31.0,0.24664784262723033,305.0
29,92,5.101161729297079,danish_atm_daily_26,0.020339450083432402,0.7997758071510779,0.289033424247894,0.260621291204108,0.08649981082121044,182.0,2268.072083961652,114.73548142069248,229.67561472129117,86.51019384190819,-139.67322020608728,120.28732905505952,-55.4257798738459,-172.77739650237905,0.9793726988491896,2.954452088051996,305.0,26.0,31.0,12.0,40.0,29.0,0.23711131934973537,305.0
30,92,5.020316219050542,danish_atm_daily_27,0.020478901582980925,0.5296920392311852,0.3294483990183325,0.3531824859991241,0.7710864537382845,173.0,2252.4236310680326,634.5834351610886,572.72000541365,29.191403419540496,174.1086628870202,131.07089098546012,173.4222499762891,-436.0486403936132,0.7085224777262454,2.7398872531980127,305.0,32.0,35.0,17.0,40.0,34.0,0.2979778112921142,305.0
