,trend_slope,seasonality_strength,num_peaks,diff_mean,diff_std,zero_crossing_rate,dominant_freq,significant_freqs,fft_energy_freq_1,fft_energy_freq_2,fft_energy_freq_3,fft_energy_freq_4,fft_energy_freq_5,mean_peak_distance,std_peak_distance,mean_peak_height,std_peak_height,mean_extrema_diff,std_extrema_diff,mean_curvature,signal_entropy,total_energy,diff_skew,diff_kurt,time_series_length,mae_diff,naming_orig
514,487.6262568772529,0.19809837982324482,76,-320.4,200920.58878030244,0,0.0,251,0.0,0.0,0.0,0.0,0.0,3.2933333333333334,1.1048177325795518,307773.6842105263,174181.39844688436,1.6423841059602649,0.84056407157508,-71.88755020080322,5.21024123329145,13560871850000.0,-0.19596899268182924,1.347958587948641,251,145842.8,mipt_alpha_462
515,4283.190979996031,0.34384795298679055,127,4917.955112219452,1831110.8032903986,0,0.0,402,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,1.0892694508283691,3404223.622047244,1568017.784583741,1.5833333333333333,0.7271656216226405,-13511.0,5.575117809308846,2875396500430000.0,-0.005256561598873734,0.7640125475801649,402,1369074.5635910225,mipt_alpha_463
516,2675.879735544644,0.5165403508545481,214,4015.205479452055,2146859.321257255,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.403755868544601,1.250871987508005,5076780.841121496,1596085.8893127083,1.7018779342723005,0.8816577663837827,-9154.458161865568,6.048352684744963,1.137699682951e+16,0.21061072109563855,1.2441197791695284,731,1632082.602739726,mipt_alpha_464
517,-973.54257862097,0.4320821935348128,183,883.6986301369863,2072192.034651205,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.9835164835164836,5.768877540206944,3944229.5081967213,1871051.8866779099,1.9917808219178081,2.951189842454657,-3120.0274348422495,6.232863576644841,5813294199200000.0,0.19793585195232002,1.7633702718789683,731,1494574.9315068494,mipt_alpha_465
518,502.86055942857183,0.3583927439213222,205,3211.5068493150684,2242197.2827300956,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.5637254901960786,1.445363731661076,5173468.780487805,1744408.0636003427,1.7818627450980393,0.9465957896611569,-5746.36488340192,6.123827340667576,1.131691433548e+16,0.2014622496363493,1.5135108525376593,731,1708062.191780822,mipt_alpha_466
519,2917.8245348975456,0.5331253610741558,214,2886.5753424657532,2269373.383866683,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.4131455399061035,1.3315302229715555,5318855.140186916,1667227.8808017673,1.7065727699530517,0.8964216765391847,-6861.042524005487,6.055093900340098,1.21645551345e+16,0.21997704275368027,0.1660306189449301,731,1767463.01369863,mipt_alpha_467
520,3204.974905748528,0.56477071922999,193,-1167.7285318559557,3507263.576223142,0,0.0,723,0.0,0.0,0.0,0.0,0.0,3.75,2.064077679416806,6558455.450777202,2918097.4539530976,1.875,1.2011279421166312,-11012.621359223302,6.171035288480696,1.6229022856240544e+16,-0.025502324178502695,0.8273276177708522,723,2533266.066426593,mipt_alpha_468
521,2142.859785269034,0.46560106269763807,201,1989.1780821917807,1058671.0463834486,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.625,3.372591733370643,2677392.039800995,949979.0767887039,1.8125,1.7964809350505226,-3100.548696844993,6.112294809033427,3198080872660000.0,0.19900286069687986,2.188023459840319,731,776526.9863013698,mipt_alpha_469
522,6796.088359251804,0.6086438767702402,216,9978.082191780823,4962644.428679106,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.372093023255814,1.2872045755254486,11717678.24074074,3304049.3764032004,1.6844547563805103,0.8577284072332131,-13895.061728395061,5.997406386248231,6.139296898777e+16,0.15319595551748008,0.11165977590821896,731,3841427.671232877,mipt_alpha_47
523,247.10635446737675,0.5279064401371247,211,4224.931506849315,2449022.4614112694,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.4523809523809526,1.3939047749189863,5473858.767772512,1860082.524143793,1.7261904761904763,0.9200309321429216,-3090.809327846365,6.07312131513669,1.297576181943e+16,-0.09888598693497243,0.5007757222896947,731,1870544.9315068494,mipt_alpha_470
524,616.7228229297451,0.24990339148278679,227,3997.8082191780823,1116641.5186508552,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.2123893805309733,1.1479209944263364,2941493.392070485,809161.6454129972,1.6061946902654867,0.8063666117456615,-1132.0987654320988,6.06565584438483,4134691091800000.0,0.01948504688549547,0.08930767549335439,731,880129.5890410959,mipt_alpha_471
525,2803.0563327018194,0.41808565913499385,210,3583.5616438356165,2893467.10692406,0,0.0,731,0.0,0.0,0.0,0.0,0.0,3.473684210526316,1.3016464788026743,6714477.142857143,2278599.4727416215,1.736842105263158,0.9345221530253253,-8216.73525377229,6.088096732973149,2.015849179862e+16,-0.10828181526747356,0.37977125158388825,731,2215718.3561643837,mipt_alpha_472
526,932.0141973514883,0.32537635388352854,157,2659.375,2122464.2922254386,0,0.0,545,0.0,0.0,0.0,0.0,0.0,3.467948717948718,1.360711879084978,5136877.070063694,1610005.7272502293,1.733974358974359,0.9283979028461905,-10475.506445672192,5.796356214269425,8685946250450000.0,0.09914076490936244,0.11675985430663616,545,1668579.5955882352,mipt_alpha_473
527,2860.345413145443,0.5174551525409133,158,5418.333333333333,2983324.949574075,0,0.0,541,0.0,0.0,0.0,0.0,0.0,3.4203821656050954,1.2267059538705893,6866627.215189873,2243640.0318036634,1.7101910828025477,0.8495547513781989,-5578.293135435993,5.754826460368207,1.542624021239128e+16,0.1724687923916503,0.0061790117768314445,541,2329056.077777778,mipt_alpha_474
528,3312.1210481538506,0.27396419915500797,153,10243.137254901962,2535157.0258744983,0,0.0,511,0.0,0.0,0.0,0.0,0.0,3.3421052631578947,1.2727160304572367,6881209.803921568,2019888.9679218007,1.6710526315789473,0.8213941597375584,-10752.455795677799,5.70081640487313,1.5584439072486e+16,0.024260925294551244,0.5930877064337148,511,1975683.9215686275,mipt_alpha_475
529,6448.655496855285,0.5652390493330913,182,1113.6986301369864,2299831.3300242387,0,0.0,731,0.0,0.0,0.0,0.0,0.0,4.011049723756906,11.326880437483279,5389641.758241759,2247688.903168972,2.002754820936639,5.682847723736929,-2070.3703703703704,6.143761816674436,1.065430505694e+16,0.2809123988834088,1.7720740680856784,731,1565891.506849315,mipt_alpha_476
